customer_id,order_id,customer_name,email,phone,city,region,customer_segment,product_category,product_name,quantity,unit_price,discount_pct,total_amount,payment_method,order_status,order_date,delivery_date,satisfaction_score,is_vip,consent_flag,source_system,last_update,secondary_email,notes
C10176,O200201,Mehdi Boukili,mehdi.boukili37@company.ma,+212678872874,RABAT,Rabat-Sale-Kenitra,Enterprise,Electronics,Headphones,1,3513.46,5,3337.79,transfer,Returned,2025/11/26 06:56:00,05/12/2025,3,Yes,True,ERP_A,12-08-2025,,
C10147,O200150,Aya Cherkaoui,aya.cherkaoui12@yahoo.com,+212655188442, marrakech ,Marrakesh-Safi,Student,Beauty,Shampoo,1,1667.45,0,1667.45,Wallet,returned,2025/07/17 09:29:00,01/01/2025,,N,Yes,CRM_B,16/08/2025,,
C10078,O201148,Youssef Labser,youssef.labser20@yahoo.com,+212678755886, tangier ,Tangier-Tetouan-Al Hoceima,SME,Electronics,Monitor,4,2422.78,0,9691.12,Cash,delivered,06-11-2025,06-17-2025,4,No,False,CRM_B,06-15-2025,,
C10018,O200475,Sara Rahmani,sara.rahmani52@gmail.com,+212651333872, rabat,Rabat-Sale-Kenitra,SME,Home,Desk,2,168.66,-5,607.18,COD,Canceled,16/10/2025,2025/10/21 11:45:00,,N,No,WebShop,20/10/2025,backup@example.com,
C10334,O201210,Youssef Rahmani,youssef.rahmani64@yahoo.com,+212621753540,Marrakech,Marrakesh-Safi,Enterprise,Electronics,Phone,1,4498.65,0,4498.65,card,delivered,2025-07-20,2025-07-26,3,0,Yes,ERP_A,2025-07-21,youssef.rahmani64@yahoo.com,Address unclear
C10112,O200975,Sara El Amrani,sara.el28@company.ma,+212624451076,Fez,Fes-Meknes,Enterprise,Fashion,Bag,1,571.07,0,571.07,COD,Canceled,2025-06-20,2025/06/26 07:00:00,,No,No,WebShop,07-07-2025,,VIP client
C10014,O200157,Samir Idrissi,samir.idrissi92@outlook.com,+212646578713, fes,Fes-Meknes,Retail,Beauty,Shampoo,1,4191.19,0,4191.19,Bank Transfer,delivered,2026/02/19 23:37:00,2026-02-20,3,Y,Y,MobileApp,2026-03-12,,VIP client
C10081,O201050,Khadija El Amrani,khadija.el84@yahoo.com,00212621745961, marrakech ,Marrakesh-Safi,SME,Grocery,Rice,1,3019.17,5,2868.21,Transfer,delivered,10-09-2025,2025/10/14 05:41:00,2,1,True,WebShop,10-29-2025,,Late delivery complaint
C10217,O200606,Omar Alaoui,omar.alaoui51@gmail.com,+212659657569,Tanger,Tangier-Tetouan-Al Hoceima,SME,Home,Desk,2,982.23,15,1669.79,cash,Pending,2025/07/05 22:34:00,2025/07/14 22:34:00,,0,False,WebShop,2025/07/11 22:34:00,,
C10016,O201013,Aya Jabri,unknown,+212683473829,casa,Casablanca-Settat,Enterprise,Fashion,T-Shirt,1,2940.52,0,2940.52,Cash,Pending,2025-03-22,03-26-2025,3,Yes,No,ERP_A,2025/04/19 11:12:00,,
C10200,O200703,Zakaria Idrissi,zakaria.idrissi71@yahoo.com,00212654777252,Fes,Fes-Meknes,Retail,Grocery,Coffee,1,619.25,20,495.4,COD,Cancelled,2025/07/18 16:12:00,07-20-2025,1,Yes,True,MobileApp,06/08/2025,,
C10027,O200710,Mehdi Boukili,mehdi.boukili27@company.ma,+212648740164,Fes,Fes-Meknes,Retail,Home,Shelf,2,3422.96,20,5476.74,cash,RETURNED,2025/02/22 12:30:00,03/03/2025,5,No,Yes,CRM_B,2025-03-20,,
C10331,O200099,Rania Ait Lahcen,rania.ait79@outlook.com,+212665902771,oujda,Oriental,Enterprise,Electronics,Laptop,5,3303.32,0,16516.6,eWallet,pending,13/02/2025,2025/02/20 04:41:00,5,N,N,MobileApp,2025/02/20 04:41:00,,Address unclear
C10115,O200840,Samir Cherkaoui,samir.cherkaoui56@gmail.com,+212613696816,Agadir,Souss-Massa,SME,Beauty,Soap,3,82.34,15,209.97,Cash,Returned,2025/11/06 12:10:00,2025-11-14,4,Yes,Y,ERP_A,14/11/2025,,
C10349,O200893,Khadija Naciri,khadija.naciri97@company.ma,+212698933472,Fes,Fes-Meknes,Enterprise,Grocery,Dates,2,3134.61,0,6269.22,Bank Transfer,pending,2025/07/23 13:40:00,27/07/2025,2,N,N,MobileApp,2025/08/17 13:40:00,,Late delivery complaint
C10019,O200719,Anas Alaoui,anas.alaoui32@yahoo.com, ,Tanger,Tangier-Tetouan-Al Hoceima,Enterprise,Beauty,Cream,1,2017.02,0,2017.02,Credit Card,DELIVERED,2025/12/16 20:50:00,2025-12-20,,Y,N,MobileApp,06/01/2026,,VIP client
C10292,O200338,Aya Cherkaoui,aya.cherkaoui51 at company.ma,00212677418625, rabat,Rabat-Sale-Kenitra,Student,Grocery,Coffee,2,425.93,15,724.08,card,Returned,24/10/2025,2025/10/30 19:09:00,4,Y,False,ERP_A,01/11/2025,,Late delivery complaint
C10077,O200852,Nour Alaoui,nour.alaoui77@outlook.com,+212682146584,Khouribga,Beni Mellal-Khenifra,Student,Grocery,Rice,1,365.93,0,365.93,Wallet,Cancelled,2025/06/13 14:42:00,06-17-2025,5,0,No,ERP_A,29/06/2025,,VIP client
C10221,O200587,Anas Ait Lahcen,anas.ait58@gmail.com,+212697968868,Khouribga  ,Beni Mellal-Khenifra,Enterprise,Electronics,Headphones,1,1690.71,0,1690.71,Cash,cancelled,11-27-2025,06/12/2025,,0,True,CRM_B,2025-12-14,,
C10281,O200653,Imane El Amrani,imane.el76@outlook.com,+212621851569,Casablanca,Casablanca-Settat,Student,Beauty,Cream,2,538.16,5,1022.5,Bank Transfer,Delivered,2026/01/21 01:19:00,2026/01/28 01:19:00,1,Yes,Yes,ERP_A,01-22-2026,,
C10125,O200371,Youssef Mansouri,youssef.mansouri28@outlook.com,+212657332214,Tanger,Tangier-Tetouan-Al Hoceima,Student,Beauty,Soap,3,1063.29,0,3189.87,eWallet,pending,04-10-2025,2025-04-12,,Y,N,WebShop,10/05/2025,youssef.mansouri28@outlook.com,Late delivery complaint
C10093,O200982,Imane Jabri,imane.jabri82@gmail.com,+212674612004,Fes,Fes-Meknes,SME,Electronics,Laptop,3,1582.57,15,4035.55,Card,Returned,19/01/2026,2026-01-22,3,1,Yes,MobileApp,02-03-2026,,Address unclear
C10184,O200834,Hamza Cherkaoui,hamza.cherkaoui17@yahoo.com,+212686790874,Casablanca,Casablanca-Settat,SME,Beauty,Perfume,1,3378.71,15,2871.9,Cash,cancelled,18/11/2025,21/11/2025,,No,No,CRM_B,10/12/2025,,
C10092,O200640,Omar Cherkaoui,omar.cherkaoui75@company.ma,+212665137098,Agadir,Souss-Massa,Student,Grocery,Coffee,1,3172.43,15,2696.57,CARD,Pending,2025-06-25,01/07/2025,2,Y,True,WebShop,2025/07/23 19:23:00,,Address unclear
C10057,O200540,Salma Sahli,salma.sahli11@outlook.com, ,casablanca,Casablanca-Settat,Enterprise,Home,Chair,4,955.01,20,3056.03,Bank Transfer,pending,2025-12-22,2025/12/29 02:15:00,5,Yes,No,CRM_B,12-23-2025,,
C10087,O200894,Meryem Naciri,meryem.naciri31@gmail.com,+212669594406,Oujda,Oriental,Enterprise,Home,Lamp,1,126.98,0,126.98,Cash,cancelled,24/07/2025,26/07/2025,,No,True,CRM_B,2025/07/27 11:34:00,backup@example.com,VIP client
C10060,O200239,Omar El Fassi,omar.el28@outlook.com,+212674989413, marrakech ,Marrakesh-Safi,Enterprise,Electronics,Headphones,0,2748.29,0,2748.29,Transfer,PENDING,04-11-2025,04-16-2025,,1,Yes,WebShop,2025/04/20 21:21:00,,
C10001,O201036,Aya Tazi,aya.tazi72@gmail.com,+212638637940,Fes,Fes-Meknes,SME,Beauty,Cream,2,2524.26,-5,5048.52,CARD,Cancelled,17/11/2025,22/11/2025,3,1,Yes,ERP_A,02/12/2025,,
C10132,O200142,NADIA ALAOUI,nadia.alaoui61@company.ma,+212627790104,Casablanca,Casablanca-Settat,Enterprise,Grocery,Coffee,3,2582.13,10,6971.75,cash,RETURNED,2025-01-09,19/01/2025,2,Y,Yes,CRM_B,20/01/2025,,Late delivery complaint
C10153,O201179,Amine Boukili,amine.boukili85@outlook.com,+212699590010,Marrakech,Marrakesh-Safi,SME,Electronics,Headphones,3,1243.22,0,3729.66,Bank Transfer,RETURNED,11-10-2025,2025/11/13 10:55:00,4,N,False,WebShop,2025/11/27 10:55:00,,
C10108,O200863,Amine Naciri,amine.naciri9@yahoo.com,+212620183667,Marrakech,Marrakesh-Safi,Student,Beauty,Cream,5,2753.72,0,13768.6,Cash,Cancelled,02-17-2026,2026-02-25,4,No,Yes,ERP_A,02-20-2026,,VIP client
C10343,O201063,Salma Idrissi,salma.idrissi58@company.ma,+212622698485,agadir,Souss-Massa,Student,Grocery,Olive Oil,1,3721.72,15,3163.46,Cash,Pending,24/12/2025,25/12/2025,,No,True,ERP_A,2026/01/06 04:18:00,,
C10196,O200025,Hajar Ait Lahcen,hajar.ait27@yahoo.com,+212654033173,Fes,Fes-Meknes,SME,Grocery,Olive Oil,1,4730.75,20,3784.6,COD,Cancelled,31/03/2025,2025-04-08,1,1,True,CRM_B,2025/04/21 20:31:00,backup@example.com,
C10062,O200217,Nadia Rahmani,nadia.rahmani2@gmail.com,+212694777520,OUJDA,Oriental,SME,Home,Lamp,4,1085.82,10,3908.95,transfer,returned,2026/02/15 10:56:00,02-21-2026,2,0,Y,WebShop,01/03/2026,,
C10233,O200480,Imane Naciri,imane.naciri46@gmail.com,+212607236887,Oujda,Oriental,Retail,Home,Chair,2,2777.8,0,5555.6,Transfer,Pending,2026-01-16,2026/01/18 06:46:00,2,1,N,MobileApp,2026-02-02,backup@example.com,VIP client
C10290,O200140,Salma Rahmani,salma.rahmani31@company.ma,+212610698720, tangier ,Tangier-Tetouan-Al Hoceima,Enterprise,Home,Desk,1,4168.13,0,4168.13,Bank Transfer,Returned,11/10/2025,2025/10/16 15:02:00,1,Yes,Y,CRM_B,11-10-2025,,
C10208,O201244,Youssef Tazi,youssef.tazi10@yahoo.com,+212642939685, marrakech ,Marrakesh-Safi,Student,Grocery,Olive Oil,1,3612.99,10,3251.69,Transfer,Canceled,2025-09-10,2025/09/15 06:23:00,,Yes,N,WebShop,08/10/2025,,Address unclear
C10135,O200188,Youssef Boukili,youssef.boukili74@outlook.com,+212662185188,agadir,Souss-Massa,Student,Fashion,Jacket,2,958.03,15,1628.65,Card,Returned,06/11/2025,2025/11/08 08:55:00,1,No,N,MobileApp,2025/12/03 08:55:00,,
C10223,O200160,ANAS BENNANI,anas.bennani34@gmail.com, ,CASA,Casablanca-Settat,Enterprise,Home,Shelf,1,4208.29,10,3787.46,Wallet,DELIVERED,20/04/2025,2025/04/21 09:16:00,,1,True,ERP_A,2025/04/28 09:16:00,,
C10235,O200145,Sara Labser,sara.labser22@company.ma,+212679788191,Fes,Fes-Meknes,Retail,Electronics,Phone,1,4620.11,5,4389.1,eWallet,Cancelled,06-28-2025,04/07/2025,,Y,False,ERP_A,2025/07/05 09:44:00,,
C10116,O200988,Mehdi El Fassi,mehdi.el43@outlook.com,+212621818835,Agadir  ,Souss-Massa,SME,Electronics,Monitor,4,2815.9,0,11263.6,Credit Card,Canceled,2025-01-04,2025-01-09,,1,Yes,ERP_A,2025-01-24,mehdi.el43@outlook.com,Address unclear
C10347,O200584,Mehdi Tazi,mehdi.tazi58@company.ma,+212619838638,casablanca,Casablanca-Settat,Enterprise,Grocery,Coffee,0,2507.22,110,2005.78,Card,cancelled,08-27-2025,08-28-2025,3,0,No,MobileApp,27/08/2025,,
C10154,O200455,Amina Labser,amina.labser80@yahoo.com,+212607844736,Fez,Fes-Meknes,Retail,Grocery,Coffee,3,1944.97,0,5834.91,Wallet,Canceled,2025-08-06,2025-08-11,2,No,False,MobileApp,2025-08-20,,
C10280,O200518,Sara Tazi,sara.tazi68@gmail.com,+212670593252, fes,Fes-Meknes,Student,Fashion,Bag,3,3913.6,0,11740.8,cash,Cancelled,09-13-2025,09-19-2025,,Yes,Y,MobileApp,2025/10/03 02:21:00,,Address unclear
C10056,O200391,Meryem Mansouri,meryem.mansouri42@yahoo.com,+212627354549,CASA,Casablanca-Settat,Retail,Beauty,Soap,2,3280.03,0,6560.06,card,PENDING,2025-06-23,27/06/2025,NA,0,False,WebShop,2025/06/30 13:16:00,,Address unclear
C10160,O200030,Mehdi Sahli,mehdi.sahli56@gmail.com,+212624565060,casa,Casablanca-Settat,Retail,Fashion,Jacket,2,946.61,15,1609.24,cash,Pending,16/12/2025,20/12/2025,2,No,No,WebShop,12-19-2025,,
C10035,O200867,Amina Tazi,amina.tazi91@gmail.com,+212660883561,Tanger,Tangier-Tetouan-Al Hoceima,Enterprise,Fashion,Shoes,3,2452.0,5,6988.2,Wallet,Delivered,20/05/2025,2025/05/28 09:36:00,2,N,N,MobileApp,2025/05/29 09:36:00,amina.tazi91@gmail.com,
C10022,O200088,Sara El Amrani,sara.el8@outlook.com,+212681219136,Oujda,Oriental,Enterprise,Beauty,Shampoo,3,2355.7,0,7067.1,transfer,pending,22/02/2025,27/02/2025,2,No,Y,WebShop,2025-03-18,,
C10062,O200686,Nadia Rahmani,nadia.rahmani2@gmail.com,+212694777520,OUJDA,Oriental,Retail,Grocery,Rice,1,4037.5,0,4037.5,eWallet,DELIVERED,2025/02/18 22:38:00,02-26-2025,1,1,No,CRM_B,2025/03/10 22:38:00,,Late delivery complaint
C10261,O201033,Aya Boukili,aya.boukili65@gmail.com,+212602380617,Agadir,Souss-Massa,Enterprise,Beauty,Soap,1,4990.11,20,3992.09,cash,Pending,11/09/2025,21/09/2025,2,Y,N,CRM_B,09-19-2025,,Address unclear
C10302,O200094,Mehdi El Fassi,mehdi.el35@company.ma,+212 669137367,OUJDA,Oriental,Retail,Grocery,Rice,2,2757.83,5,5239.88,wallet,cancelled,2025-07-16,2025/07/20 02:21:00,,No,False,CRM_B,08-08-2025,,
C10182,O200925,Nour Ait Lahcen,nour.ait88@@outlook.com,+212691878519,Fes,Fes-Meknes,Retail,Beauty,Cream,5,1029.22,0,5146.1,eWallet,Delivered,2025-11-05,2025-11-11,2,Yes,N,CRM_B,12-02-2025,,
C10309,O200690,Hajar Cherkaoui,hajar.cherkaoui75@yahoo.com,,Tanger,Tangier-Tetouan-Al Hoceima,SME,Electronics,Phone,2,579.93,0,579.93,Transfer,pending,2025-04-26,05/05/2025,2,No,No,CRM_B,28/04/2025,,
C10233,O201219,Imane Naciri,imane.naciri46@gmail.com,+212607236887,Oujda,Oriental,Student,Home,Desk,5,3975.06,5,18881.53,Transfer,Cancelled,2025-08-22,08-24-2025,,0,False,MobileApp,2025/08/28 23:48:00,,
C10106,O200389,Karim Bennani,karim.bennani85@outlook.com,+212673158514, fes,Fes-Meknes,Retail,Beauty,Soap,3,1808.17,10,-4882.06,Wallet,Delivered,2025-13-40,19/03/2025,,1,Yes,WebShop,03-27-2025,,
C10122,O200347,Hamza Sahli,hamza.sahli48@company.ma,+212646659051,Marrakech,Marrakesh-Safi,Student,Home,Lamp,2,2695.67,200,5391.34,Transfer,PENDING,07/01/2026,,1,0,Yes,ERP_A,2026/02/05 12:49:00,,
C10211,O200754,Amine Rahmani,amine.rahmani99@gmail.com,+212694311426,khouribga,Beni Mellal-Khenifra,SME,Beauty,Perfume,1,2268.66,0,2268.66,Card,DELIVERED,2026-01-26,2026/01/29 02:31:00,,Y,Yes,MobileApp,2026-02-13,amine.rahmani99@gmail.com,
C10006,O201230,Meryem Labser,meryem.labser99@company.ma,+212603056413, fes,Fes-Meknes,Retail,Electronics,Phone,1,3623.01,10,3260.71,Cash,RETURNED,2025-01-27,2025/02/06 16:52:00,1,0,Y,ERP_A,2025/02/01 16:52:00,,
C10299,O200515,Amina Ait Lahcen,amina.ait69@company.ma,+212656467997,RABAT,Rabat-Sale-Kenitra,Retail,Grocery,Rice,-3,3341.52,0,13366.08,Wallet,DELIVERED,04/02/2026,13/02/2026,,0,True,ERP_A,02-07-2026,,
C10242,O200778,Nour Idrissi,N/A,,Fes,Fes-Meknes,Enterprise,Electronics,Monitor,1,1166.26,10,1049.63,wallet,pending,2025/10/03 17:51:00,2024-12-20,,0,Yes,CRM_B,13/10/2025,,
C10079,O200022,Khadija Jabri,unknown,+212639636057,Agadir  ,Souss-Massa,Enterprise,Grocery,Olive Oil,2,4280.69,5,8133.31,Wallet,RETURNED,17/10/2025,not delivered,,1,No,MobileApp,2025/11/03 11:39:00,,
C10134,O200173,Khadija Bennani,khadija.bennani77@yahoo.com,0680893246,RBT,Rabat-Sale-Kenitra,SME,Home,Chair,4,3105.3,10,11179.08,Card,returned,2025/05/14 04:05:00,05-20-2025,,0,Yes,MobileApp,06-05-2025,backup@example.com,
C10107,O200628,Amina Tazi,amina.tazi78@gmail.com,+212640244550,Khouribga,Beni Mellal-Khenifra,Enterprise,Electronics,Phone,1,4299.85,0,4299.85,Wallet,Returned,01-08-2026,2026-01-10,,0,Y,MobileApp,04/02/2026,,
C10065,O200146,Khadija Labser,khadija.labser73@company.ma,+212690913341,Khouribga,Beni Mellal-Khenifra,Retail,Home,Desk,2,661.71,0,1323.42,CARD,Returned,10/02/2025,2025/02/12 13:44:00,2,Yes,False,ERP_A,02-25-2025,,Late delivery complaint
C10069,O200827,Khadija El Fassi,khadija.el35@yahoo.com,+212688771906, tangier ,Tangier-Tetouan-Al Hoceima,SME,Beauty,Shampoo,2,4486.07,0,8972.14,wallet,Pending,2025-08-22,not delivered,2,1,Y,MobileApp,09-03-2025,,
C10349,O201108,Khadija Naciri,khadija.naciri97@company.ma,+212698933472,,Fes-Meknes,Retail,Electronics,Headphones,1,2097.03,0,2097.03,Bank Transfer,Cancelled,2025-05-11,2025-05-14,,1,Y,MobileApp,2025-05-15,,Late delivery complaint
C10236,O200938,Salma Ait Lahcen,salma.ait98@gmail.com,+212678361340,,Souss-Massa,Student,Home,Shelf,1,4532.65,15,3852.75,Wallet,Returned,12/02/2026,2026-02-16,2,0,True,WebShop,02/03/2026,,
C10227,O201027,Imane Sahli,imane.sahli30@yahoo.com,+212662266093,khouribga,Beni Mellal-Khenifra,SME,Electronics,Laptop,4,2016.57,0,8066.28,Cash,delivered,25/06/2025,01/07/2025,,Y,Yes,ERP_A,14/07/2025,,
C10068,O200322,Nadia Jabri,nadia.jabri10@outlook.com,+212602499471,N/A,Tangier-Tetouan-Al Hoceima,SME,Electronics,Phone,3,1829.86,20,4391.66,Wallet,Pending,03/02/2026,11/02/2026,,0,Yes,CRM_B,15/02/2026,,Late delivery complaint
C10183,O201184,Omar El Amrani,omar.el22@outlook.com,+212658713971, fes,Fes-Meknes,Retail,Home,Chair,2,1004.48,15,1707.62,wallet,Canceled,2025-07-24,27/07/2025,4,N,Y,CRM_B,08-10-2025,,Address unclear
C10299,O201191,AMINA AIT LAHCEN,amina.ait69@company.ma,+212656467997,RABAT,Rabat-Sale-Kenitra,Enterprise,Electronics,Phone,2,3229.22,0,6458.44,Card,Delivered,11/07/2025,2025-07-19,,Yes,False,CRM_B,2025/07/24 19:14:00,,
C10295,O200059,Hamza Idrissi,hamza.idrissi61@outlook.com,+212641608989,Oujda,Oriental,SME,Grocery,Coffee,1,4612.48,0,4612.48,CARD,delivered,2025-06-28,06-30-2025,5,Yes,True,WebShop,08/07/2025,,
C10228,O200815,Khadija Boukili,khadija.boukili1@yahoo.com,+212633419182,khouribga,Beni Mellal-Khenifra,Retail,Grocery,Olive Oil,1,1991.63,5,1892.05,Wallet,PENDING,11-14-2025,16/11/2025,NA,0,True,ERP_A,12-01-2025,,VIP client
C10214,O200307,Nour Bennani,nour.bennani2@yahoo.com,+212646618398,Agadir,Souss-Massa,Retail,Beauty,Cream,3,4478.77,5,12764.49,wallet,Delivered,2025/11/19 22:07:00,26/11/2025,5,Y,Y,CRM_B,2025/12/19 22:07:00,,
C10182,O200668,Nour Ait Lahcen,nour.ait88@outlook.com,00212691878519,Fes,Fes-Meknes,SME,Grocery,Rice,1,3704.95,15,3149.21,Cash,PENDING,10-20-2025,10-25-2025,1,0,No,CRM_B,2025/10/26 00:42:00,,
C10159,O201072,Aya Idrissi,aya.idrissi28@outlook.com,+212695004797,Oujda,Oriental,Retail,Electronics,Headphones,1,4972.53,0,4972.53,Card,PENDING,11-06-2025,2025-11-09,4,N,False,CRM_B,11-13-2025,,
C10011,O200427,Hamza Jabri,hamza.jabri82@company.ma,+212689325288, rabat,Rabat-Sale-Kenitra,SME,Fashion,T-Shirt,5,1045.23,0,5226.15,Wallet,pending,02/12/2025,2025/12/09 18:30:00,5,Y,Y,MobileApp,2025/12/14 18:30:00,,VIP client
C10143,O200085,Sara Bennani,sara.bennani66@company.ma,+212620297021,Khouribga,Beni Mellal-Khenifra,Student,Electronics,Headphones,4,3147.49,-5,10071.97,Credit Card,cancelled,2025-03-26,04-02-2025,1,Y,Yes,MobileApp,2025-04-23,,
C10165,O201237,Amina Labser,amina.labser48@gmail.com,+212651694097,oujda,Oriental,Retail,Fashion,Bag,5,2345.67,5,11141.93,Transfer,PENDING,2025/06/15 19:53:00,2025-06-23,3,0,Y,ERP_A,14/07/2025,,
C10325,O200252,Omar Ait Lahcen,omar.ait26@yahoo.com,+212693483564,RABAT,Rabat-Sale-Kenitra,Retail,Beauty,Shampoo,4,3464.12,5,13163.66,Cash,Cancelled,2025/01/27 19:00:00,28/01/2025,2,Yes,N,ERP_A,2025/01/27 19:00:00,,
C10218,O200865,NADIA LABSER,nadia.labser62@outlook.com,+212652654793,Agadir  ,Souss-Massa,Student,Grocery,Dates,2,436.32,10,785.38,eWallet,delivered,2026/01/30 05:08:00,02-07-2026,3,0,False,MobileApp,02-10-2026,,
C10162,O200726,Samir Bennani,samir.bennani51@gmail.com,+212655852398, marrakech ,Marrakesh-Safi,Student,Electronics,Phone,2,4765.54,0,9531.08,Card,Cancelled,2025-12-23,12-25-2025,4,N,False,ERP_A,09/01/2026,,Address unclear
C10260,O200941,Meryem Jabri,meryem.jabri5@outlook.com,+212686353654,MARRAKECH,Marrakesh-Safi,Enterprise,Home,Shelf,5,941.29,0,4706.45,Wallet,Cancelled,03-23-2025,03-30-2025,3,No,N,ERP_A,31/03/2025,,
C10264,O201143,Zakaria Sahli,zakaria.sahli43@gmail.com,+212606413836,Agadir  ,Souss-Massa,Retail,Grocery,Olive Oil,2,355.1,20,568.16,Bank Transfer,pending,19/12/2025,2025/12/20 00:18:00,4,0,N,MobileApp,2026-01-04,,Address unclear
C10241,O201159,Hamza El Fassi,hamza.el59@company.ma,+212675901751,,Tangier-Tetouan-Al Hoceima,Enterprise,Home,Chair,1,1398.39,10,1258.55,cash,cancelled,08-05-2025,08-06-2025,2,Yes,Yes,CRM_B,2025-08-17,,
C10233,O200720,Imane Naciri,imane.naciri46@gmail.com,+212607236887,oujda,Oriental,SME,Beauty,Shampoo,1,3378.14,0,3378.14,Bank Transfer,PENDING,24/05/2025,05-30-2025,4,N,No,MobileApp,04/06/2025,,Late delivery complaint
C10296,O200192,Samir Alaoui,samir.alaoui23 at yahoo.com,+212623320616,N/A,Rabat-Sale-Kenitra,Retail,Beauty,Cream,1,2457.98,5,2335.08,COD,DELIVERED,09-20-2025,2025/09/30 18:46:00,1,N,True,WebShop,2025/09/28 18:46:00,,Late delivery complaint
C10308,O200579,Amine Boukili,amine.boukili33@outlook.com,+212694466574,casa,Casablanca-Settat,Retail,Beauty,Soap,2,956.77,0,1913.54,transfer,PENDING,07-18-2025,2025-07-22,,Y,N,WebShop,2025/08/07 03:47:00,,
C10306,O200607,Amina Sahli,,+212641406029,agadir,Souss-Massa,Student,Fashion,Jacket,5,1899.99,5,16244.91,Transfer,cancelled,09-05-2025,01/01/2025,1,Y,N,ERP_A,09-05-2025,,
C10273,O200144,Sara Alaoui,sara.alaoui64@yahoo.com,+212606625324,khouribga,Beni Mellal-Khenifra,Retail,Beauty,Cream,1,103.97,10,93.57,Transfer,Delivered,2025-05-25,2025/06/02 11:49:00,2,1,No,CRM_B,2025/06/07 11:49:00,,Address unclear
C10100,O200788,  Rania Cherkaoui  ,rania.cherkaoui58@gmail.com,+212683908470,Agadir  ,Souss-Massa,Enterprise,Electronics,Phone,1,4724.54,0,4724.54,eWallet,delivered,01-01-2026,2026-01-10,4,N,No,CRM_B,01-21-2026,,
C10330,O200247,Khadija Labser,khadija.labser54@yahoo.com,+212621202169,Khouribga,Beni Mellal-Khenifra,Retail,Grocery,Olive Oil,2,1979.81,20,3167.7,wallet,RETURNED,2026-02-19,02-23-2026,2,0,N,ERP_A,02-26-2026,,Address unclear
C10002,O200991,Amine El Fassi,amine.el36@company.ma,+212623511615,N/A,Beni Mellal-Khenifra,Enterprise,Grocery,Coffee,2,1020.22,0,2040.44,Transfer,DELIVERED,21/02/2026,2026/02/26 20:33:00,5,No,Y,CRM_B,2026-03-09,,
C10330,O200854,Khadija Labser,khadija.labser54@yahoo.com,+212621202169,Khouribga,Beni Mellal-Khenifra,SME,Home,Shelf,2,1746.09,15,2968.35,Cash,PENDING,07-11-2025,2025-07-15,,N,False,CRM_B,08-08-2025,,
C10062,O200350,Nadia Rahmani,nadia.rahmani2@gmail.com,+212694777520,Oujda,Oriental,Enterprise,Home,Chair,1,2609.25,20,2087.4,Cash,Cancelled,20/03/2025,26/03/2025,2,Yes,Y,CRM_B,2025-04-04,,
C10278,O200002,Salma Sahli,salma.sahli74@outlook.com,+212665223955,CASA,Casablanca-Settat,Enterprise,Beauty,Soap,1,1773.04,0,1773.04,COD,RETURNED,12-06-2025,2025/12/12 10:21:00,,0,Yes,ERP_A,20/12/2025,,VIP client
C10123,O201137,Imane Bennani,imane.bennani33@company.ma,+212692519254,khouribga,Beni Mellal-Khenifra,Student,Fashion,Jacket,1,706.76,20,565.41,Card,PENDING,2025/03/07 04:43:00,01/01/2025,4,N,N,CRM_B,2025-03-18,,VIP client
C10331,O200193,Rania Ait Lahcen,rania.ait79@outlook.com, ,Oujda,Oriental,SME,Grocery,Dates,1,2494.15,15,2120.03,cash,pending,06-27-2025,04/07/2025,3,N,True,CRM_B,2025/07/15 14:44:00,,
C10274,O200276,Salma Cherkaoui,salma.cherkaoui79@gmail.com,,Marrakesh,Marrakesh-Safi,Enterprise,Home,Shelf,4,1625.43,0,6501.72,CARD,DELIVERED,13/02/2026,2026/02/16 21:59:00,,N,No,WebShop,2026-03-11,,VIP client
C10098,O200602,Imane Ait Lahcen,imane.ait36@gmail.com,+212622842102,MARRAKECH,Marrakesh-Safi,Retail,Fashion,Bag,5,3047.93,20,12196.72,eWallet,Pending,04-26-2025,2025-04-29,5,1,N,WebShop,2025-05-09,,
C10337,O200271,Samir Rahmani,samir.rahmani84@outlook.com,,Tangier,Tangier-Tetouan-Al Hoceima,Retail,Grocery,Dates,2,55.52,15,94.38,transfer,Returned,2026-02-21,2026/02/27 10:01:00,5,N,False,MobileApp,03-04-2026,,
C10290,O200451,Salma Rahmani,salma.rahmani31@company.ma,+212610698720,Tanger,Tangier-Tetouan-Al Hoceima,SME,Home,Desk,3,3951.3,0,11853.9,wallet,pending,2025-02-16,2025/02/19 09:50:00,1,0,No,CRM_B,25/02/2025,,Address unclear
C10231,O201208,Omar Tazi,omar.tazi24@gmail.com,+212652866929,Tanger,Tangier-Tetouan-Al Hoceima,Enterprise,Beauty,Soap,0,4737.1,10,4263.39,eWallet,DELIVERED,27/03/2025,not delivered,2,N,Y,ERP_A,2025/04/15 22:34:00,,Late delivery complaint
C10311,O200476,Hamza Ait Lahcen,hamza.ait77@gmail.com,+212665207446, fes,Fes-Meknes,SME,Fashion,Bag,2,3198.34,0,6396.68,Credit Card,cancelled,04-19-2025,22/04/2025,5,0,N,MobileApp,2025/04/30 18:19:00,hamza.ait77@gmail.com,
